84	25
21	7
26	63
20	94
8	38
83	89
79	59
92	26
30	49
21	46
89	78
73	80
56	76
31	63
51	42
39	21
44	80
21	56
98	28
35	32
20	83
50	75
61	96
27	80
33	75
25	88
93	72
84	32
89	92
64	28
49	31
94	63
76	58
54	52
1	8
96	35
84	20
16	28
52	76
71	21
19	61
44	68
32	39
71	56
99	61
79	56
2	46
32	25
69	9
83	87
97	53
46	46
98	3
12	17
3	7
66	30
59	76
43	97
33	74
64	57
1	36
23	66
95	57
89	37
37	5
96	68
48	91
82	53
64	6
5	90
94	38
60	17
82	9
28	41
46	8
10	45
70	42
73	78
17	80
4	74
68	10
37	28
79	22
13	94
48	72
50	72
24	9
73	58
91	40
51	76
77	86
96	95
15	30
7	97
53	7
61	38
6	41
90	71
100	57
58	81
43	69
26	49
49	96
69	97
26	53
69	34
36	67
19	85
4	87
44	7
61	12
37	64
11	31
65	2
56	43
28	2
14	58
91	35
63	32
33	4
75	39
100	36
70	7
70	61
25	86
39	42
53	49
96	59
55	51
82	28
89	5
80	48
90	20
4	7
43	23
83	34
10	21
70	67
59	96
96	49
30	15
44	68
37	86
30	18
56	52
58	21
81	37
18	6
59	96
47	38
86	87
6	18
41	81
57	31
97	52
36	73
8	31
39	62
34	61
15	95
30	10
61	25
78	70
88	48
32	52
3	77
81	58
50	50
10	24
80	54
29	63
25	27
65	92
32	11
1	33
77	64
20	94
79	90
68	25
34	39
47	79
60	7
3	20
27	58
1	62
39	49
30	36
46	18
20	30
44	60
25	41
9	2
61	34
30	32
41	24
6	7
39	29
47	98
13	10
37	36
27	86
30	3
45	76
2	58
64	40
80	77
2	98
64	53
17	5
47	69
19	94
12	33
29	81
26	7
24	97
5	82
5	100
85	7
22	84
46	80
97	37
13	34
37	43
15	47
46	96
10	49
91	27
53	64
97	59
82	81
100	2
7	54
58	51
62	6
51	10
63	14
83	15
46	71
92	41
15	26
62	5
92	99
21	86
59	79
81	45
63	21
31	73
68	36
6	31
27	88
60	46
15	8
76	21
43	15
63	60
12	84
78	35
7	6
54	48
69	30
69	79
77	43
48	30
84	75
66	83
3	1
66	57
95	56
21	86
78	32
10	19
31	74
27	90
54	8
91	89
29	56
8	74
89	90
43	15
12	65
80	30
2	9
41	3
80	65
38	7
19	71
55	56
85	35
36	49
70	63
13	14
51	82
44	30
20	33
77	35
34	52
66	97
17	39
70	16
62	10
3	90
98	15
7	13
12	19
62	30
4	99
54	6
66	53
70	81
14	49
47	14
98	89
3	32
38	41
45	92
15	27
6	34
31	51
25	84
31	75
24	12
92	36
59	72
32	71
49	62
24	40
58	77
83	17
84	61
34	40
27	25
7	92
83	9
88	11
6	40
24	85
24	37
11	82
83	26
55	82
2	94
28	7
12	40
45	20
94	13
13	23
58	94
65	11
44	89
26	92
50	57
13	93
42	2
79	98
61	38
76	30
81	41
84	44
1	4
96	89
38	42
63	58
42	25
22	27
6	92
15	62
90	24
65	87
72	91
31	44
21	24
38	50
84	68
9	84
64	15
91	55
63	54
5	73
32	73
17	83
24	85
100	5
19	70
8	45
1	66
59	68
100	36
16	97
31	68
6	3
57	73
91	90
36	57
24	44
59	43
54	93
86	58
17	99
13	93
21	24
69	74
72	29
74	60
90	87
48	57
5	28
29	54
21	44
47	35
74	100
64	15
74	13
3	99
45	43
51	74
57	62
29	18
81	94
6	100
23	11
6	10
64	42
99	1
71	84
59	87
86	18
23	27
71	65
59	44
11	60
47	75
87	67
44	79
39	11
87	39
30	51
7	24
33	100
83	24
59	53
61	87
41	49
15	29
84	99
95	12
41	57
82	70
62	88
48	8
37	45
48	19
59	57
73	15
85	95
40	87
42	75
16	35
40	74
88	33
41	71
33	57
91	78
68	77
94	42
3	12
3	78
42	56
57	63
33	92
14	28
93	24
12	85
8	41
75	61
34	61
12	40
42	95
71	97
95	3
51	9
44	20
86	32
42	79
42	8
21	86
4	35
23	86
20	75
69	91
14	86
17	24
39	86
10	79
61	19
93	7
92	46
85	70
86	77
81	23
24	95
97	38
61	24
70	29
5	14
63	72
93	79
94	89
77	19
16	85
7	100
94	17
54	27
91	82
28	11
67	53
11	40
68	56
95	69
84	71
74	73
54	3
50	8
89	76
31	88
85	62
65	75
75	63
36	12
37	2
26	75
94	6
75	31
38	5
60	23
89	17
63	44
42	4
36	35
92	33
89	92
48	55
8	63
65	16
63	63
45	59
16	3
38	12
27	45
66	29
32	14
34	94
40	78
46	49
71	86
93	69
17	46
15	29
17	71
99	74
27	35
6	33
79	31
93	56
65	11
15	18
95	46
28	86
2	44
99	100
5	15
37	5
92	54
54	63
86	96
92	38
29	99
67	43
84	96
10	48
43	70
29	98
34	78
47	77
95	42
4	48
88	54
83	82
51	51
51	28
64	97
58	23
29	51
11	11
27	53
87	42
84	15
28	74
2	16
49	60
34	10
65	26
43	34
28	40
35	86
21	39
14	36
80	24
74	52
54	86
56	77
19	12
41	38
89	21
47	18
93	34
72	27
56	97
49	10
33	29
96	53
76	71
32	39
22	31
91	32
11	12
51	31
87	65
84	98
27	67
70	22
30	27
5	8
32	12
49	93
68	59
87	72
57	92
77	34
47	54
20	79
31	40
23	3
70	68
75	38
24	26
1	45
70	82
84	60
55	9
75	66
37	58
18	67
5	46
65	22
31	48
42	50
53	8
53	44
33	47
20	29
79	46
91	9
49	53
63	73
4	86
99	30
99	27
58	61
4	88
2	30
65	23
30	10
87	86
60	37
72	99
84	7
79	38
24	71
81	27
66	88
6	50
37	40
79	10
61	82
80	77
9	52
21	26
63	90
35	6
69	41
77	88
91	81
89	99
63	98
82	51
98	52
87	59
92	35
23	24
98	34
81	31
72	4
73	93
8	46
92	43
55	89
66	37
51	66
57	21
18	11
56	17
51	6
51	34
30	57
21	13
28	51
19	96
40	33
64	3
15	33
43	8
56	90
62	87
27	30
89	36
5	41
82	65
57	76
17	67
22	92
87	3
71	35
14	84
47	96
9	72
33	6
27	86
61	95
77	14
17	21
28	34
5	69
75	10
47	22
35	97
24	90
6	56
42	43
10	50
10	15
83	48
96	55
56	96
51	37
49	76
96	11
41	64
78	84
39	80
12	46
38	33
10	67
11	42
48	55
12	39
60	25
54	32
83	47
6	77
53	12
74	55
32	20
8	17
5	73
76	39
69	32
77	99
57	66
45	76
56	41
34	71
27	93
13	33
84	25
23	35
100	60
70	36
93	58
50	59
33	52
13	55
77	93
49	7
97	86
8	29
52	34
42	10
81	23
59	41
76	37
80	47
80	27
44	8
55	34
99	3
72	25
35	27
48	44
16	27
71	17
89	76
13	38
27	15
70	35
27	57
76	95
85	38
84	24
18	10
66	51
70	94
52	59
56	31
13	75
61	93
65	53
17	9
10	72
21	9
44	79
62	30
4	32
51	44
96	75
75	85
66	91
7	29
73	79
81	14
8	71
11	57
81	16
42	86
76	12
63	49
78	48
55	93
82	69
90	82
89	56
2	89
73	54
78	25
55	80
15	8
92	34
60	88
95	12
65	81
6	92
90	20
48	28
67	41
49	40
46	67
28	79
63	24
47	7
88	6
77	34
54	56
31	16
8	93
1	75
97	56
34	88
34	49
16	20
34	41
75	57
25	61
9	89
27	51
96	84
27	52
87	87
48	92
99	67
25	73
62	22
7	24
81	50
1	17
82	99
2	65
83	85
8	8
52	21
70	25
40	27
6	20
82	43
56	14
59	49
12	35
42	33
51	60
48	7
81	58
88	34
48	99
72	99
62	66
71	41
1	30
16	34
90	46
53	60
5	46
67	92
14	28
72	73
70	44
85	93
95	21
97	48
98	33
84	100
7	36
32	38
90	96
34	19
70	65
97	100
99	99
76	84
98	13
47	20
58	36
93	22
13	4
16	53
90	62
11	88
5	98
83	64
98	39
18	83
8	31
77	38
35	64
69	87
18	15
98	8
90	83
8	35
80	67
35	52
48	83
37	90
3	57
71	34
95	52
3	96
51	25
96	31
23	43
66	2
54	73
94	98
22	99
39	30
57	13
1	2
98	98
66	88
93	23
98	48
88	35
55	73
68	97
85	52
32	44
87	60
57	42
2	5
81	81
23	9
48	42
62	85
66	15
72	27
83	78
76	78
89	21
94	88
71	84
13	31
34	36
61	14
64	30
20	51
92	24
86	81
72	55
94	80
88	35
56	95
30	27
2	17
14	42
88	16
55	98
72	100
2	55
18	37
72	30
39	75
43	50
97	79
60	93
14	1
89	73
35	53
41	84
69	59
93	11
48	21
38	35
90	28
6	100
20	10
92	60
32	55
7	97
25	75
17	88
16	14
77	88
58	15
15	11
54	66
30	33
38	45
26	66
98	46
53	98
28	29
34	42
43	65
19	90
3	49
77	97
96	14
27	38
89	34
61	91
16	16
45	20
47	90
63	33
91	37
8	86
38	70
35	56
44	9
3	28
96	90
49	87
46	24
86	74
83	48
7	15
39	88
3	17
33	74
75	90
82	8
64	73
11	78
23	77
47	47
75	36
14	65
32	21
87	41
95	99
5	21
8	11
36	61
39	43
7	63
6	96
72	59
28	96
10	12
2	57
64	10
89	9
32	24
58	59
59	13
99	61
42	20
2	42
8	4
76	78
72	59
23	45
91	99
43	80
24	74
46	38
14	57
39	22
12	43
14	33
93	16
94	58
86	25
17	14
48	99
68	37
52	7
47	92
71	90
44	74
44	20
43	29
55	14
97	49
47	58
85	74
56	22
34	4
85	79
79	5
61	68
5	19
94	96
17	81
24	52
83	47
95	62
5	51
75	98
43	27
5	33
36	45
86	37
88	60
84	100
59	71
84	20
90	60
44	92
10	32
27	76
92	94
58	67
47	27
76	6
73	98
1	88
54	66
59	92
55	79
79	13
52	12
100	27
34	26
5	23
55	51
34	11
69	46
84	23
29	77
43	98
86	32
18	93
83	65
97	21
42	80
24	27
24	68
19	37
99	80
17	70
45	95
23	68
6	9
95	37
17	46
48	28
18	56
3	13
30	53
63	14
55	80
17	99
14	55
85	19
41	47
11	96
12	39
38	84
69	31
50	12
40	66
43	87
39	51
51	30
97	82
46	24
98	71
18	21
45	62
52	39
85	70
7	10
29	54
52	29
46	10
63	99
48	28
61	97
42	50
89	74
63	46
52	44
68	9
95	15
31	70
9	37
92	28
50	21
51	25
27	78
7	5
55	15
78	47
64	14
21	32
92	55
14	32
66	82
4	53
65	54
48	29
85	33
48	37
15	55
39	57
53	49
69	27
73	14
35	57
59	11
23	61
19	89
93	90
60	73
40	45
41	37
99	100
75	86
16	3
6	10
64	7
33	68
9	17
44	5
41	21
58	93
55	66
74	44
14	67
21	67
44	10
23	36
29	68
95	91
66	2
78	56
54	42
6	99
96	42
67	69
30	82
53	95
97	39
20	100
72	6
65	79
56	42
52	81
90	80
23	85
57	87
12	38
76	61
58	98
8	22
11	50
58	85
79	27
22	25
19	14
96	91
20	37
22	80
20	50
15	38
8	65
78	93
13	15
3	86
75	72
41	6
45	85
48	4
99	59
58	49
75	31
33	33
4	15
51	89
23	51
60	17
7	32
96	50
79	84
98	90
45	11
21	65
28	72
88	14
22	38
95	96
53	47
81	22
37	66
95	20
54	2
87	59
16	3
77	17
90	20
40	33
28	85
49	37
83	15
89	41
49	91
34	3
47	93
2	17
54	7
57	32
24	1
14	73
89	1
59	100
90	41
45	51
27	52
35	73
6	27
34	13
55	79
85	65
28	55
60	92
67	42
47	40
67	56
7	89
35	21
58	95
11	29
80	41
70	45
37	88
34	25
55	35
80	90
25	49
15	98
56	85
15	5
39	52
35	53
100	5
22	5
27	20
34	55
86	50
76	73
88	14
98	17
11	24
82	88
6	78
27	97
84	44
98	81
30	73
6	44
20	4
78	91
100	91
24	13
58	31
55	60
50	56
44	54
93	76
61	89
50	52
22	66
13	100
89	44
88	8
28	93
74	8
68	58
29	63
77	88
63	15
74	60
7	7
15	14
63	61
81	60
58	40
63	62
86	46
2	66
42	34
87	45
19	99
50	25
79	70
79	4
51	53
25	94
24	32
73	95
5	50
4	41
4	74
72	38
34	15
10	15
91	5
77	66
79	96
53	95
16	36
2	73
73	18
5	61
92	49
97	36
100	26
19	79
85	97
15	23
43	70
75	57
90	75
17	43
12	64
8	3
41	25
11	68
22	81
81	38
94	24
77	11
66	71
81	51
29	64
21	48
24	57
4	35
26	49
24	82
62	30
36	72
45	59
35	15
100	14
54	50
49	3
55	81
43	48
32	4
67	48
63	60
55	100
47	99
82	36
72	35
91	26
98	66
10	58
19	7
22	18
53	36
14	15
46	18
15	24
20	10
63	10
97	70
100	44
75	56
74	19
76	9
66	67
43	20
14	36
84	25
61	82
41	27
58	71
30	34
52	46
34	90
97	55
89	70
51	49
55	24
76	26
99	43
23	42
74	40
36	97
44	35
42	28
92	53
3	91
23	20
88	53
11	91
66	28
85	33
73	29
9	42
77	65
79	29
35	94
19	55
42	35
60	24
20	93
18	75
93	25
46	63
57	64
17	70
20	40
83	64
16	85
42	89
52	87
72	44
62	31
60	94
96	36
38	36
34	19
7	90
54	3
53	70
25	88
41	61
52	36
47	60
83	41
57	46
23	57
48	95
37	14
99	54
79	63
62	40
83	33
41	53
75	40
50	98
32	71
32	50
12	48
67	27
20	50
7	13
23	8
17	86
71	48
84	92
34	52
81	19
54	64
100	67
42	48
64	81
46	43
63	89
100	93
54	85
5	97
63	29
17	100
61	60
14	63
44	7
52	16
64	1
57	88
42	81
54	89
42	19
92	74
39	39
92	55
19	4
17	50
47	29
35	87
85	4
71	65
2	48
75	35
8	1
46	47
5	90
39	49
86	41
47	29
73	14
58	69
53	55
37	62
62	9
56	1
84	76
74	85
53	45
86	14
46	57
48	47
10	11
23	47
13	19
68	88
44	58
76	38
51	77
96	6
64	34
35	3
6	80
84	51
77	87
82	54
67	78
23	84
22	48
95	19
21	97
60	70
70	51
31	27
91	78
72	61
92	74
63	17
14	43
37	92
91	10
91	55
24	34
74	29
65	10
78	76
91	44
92	36
48	87
36	89
84	66
53	53
31	95
38	75
34	35
51	79
70	35
98	46
62	83
64	8
99	64
84	67
10	58
62	87
57	46
81	79
32	69
63	29
40	95
29	77
18	98
50	42
80	19
26	68
27	65
45	100
66	18
60	63
92	21
93	79
24	62
37	50
73	25
95	7
64	80
66	45
77	84
86	86
53	55
10	73
31	92
53	63
46	11
32	10
78	27
67	87
41	45
95	10
20	27
89	3
33	64
9	42
87	72
3	40
50	14
91	99
45	98
96	20
16	1
95	65
61	51
18	63
71	37
15	60
4	29
81	63
91	7
40	72
47	31
4	29
37	4
68	96
36	5
68	12
96	41
41	60
10	84
37	93
60	83
68	45
35	89
77	99
13	56
62	93
12	14
61	78
7	93
51	64
94	68
25	65
1	33
78	46
11	85
19	80
9	42
33	55
46	38
70	60
39	51
20	84
10	29
27	50
94	1
67	10
27	53
9	51
30	57
36	53
17	47
72	98
53	39
29	29
83	37
45	72
85	1
39	49
78	23
68	64
2	32
61	93
67	96
78	84
78	54
88	66
80	88
30	74
21	88
18	4
63	10
34	99
77	55
22	73
11	57
77	1
33	79
90	30
74	22
43	21
52	33
74	88
20	92
43	85
22	60
82	2
53	43
91	72
62	43
33	78
16	20
18	62
16	28
52	20
5	48
24	84
57	17
69	72
39	33
65	44
6	5
59	56
63	20
15	63
21	91
76	76
62	99
60	28
85	75
56	74
99	90
31	83
39	21
