73	87
80	48
42	37
97	34
45	79
20	11
46	70
16	62
30	66
69	80
90	31
26	91
93	52
62	94
46	53
71	7
80	20
83	72
81	71
63	24
47	53
59	98
62	82
78	21
88	70
72	64
61	12
90	15
3	19
33	14
60	41
85	84
62	82
50	72
4	91
75	1
42	100
23	7
2	27
75	64
94	6
28	100
4	82
72	54
5	58
7	7
7	33
12	57
78	42
88	84
10	42
26	50
68	56
3	40
89	13
44	31
61	86
58	61
92	84
25	72
49	56
66	74
42	23
46	32
99	17
1	19
78	87
13	43
59	31
81	99
37	57
39	75
58	29
36	86
98	37
46	10
47	30
13	30
17	58
52	76
25	16
3	28
98	35
38	10
87	39
31	96
35	78
67	33
13	82
75	72
43	67
98	97
13	78
68	58
1	4
93	44
17	47
17	22
28	33
9	68
51	54
79	4
4	39
84	75
75	52
43	71
61	76
82	30
37	1
92	23
47	66
47	61
69	9
95	78
99	16
96	39
1	59
80	35
17	18
61	5
57	54
49	16
51	27
27	1
41	67
68	7
47	83
87	42
74	12
50	30
38	73
9	81
25	88
61	80
6	47
58	55
54	57
12	91
15	71
5	59
48	17
52	5
80	36
7	66
80	41
75	70
70	75
53	35
36	88
38	57
26	91
78	29
40	33
31	80
13	75
71	12
60	96
34	29
90	34
26	6
72	53
95	63
98	32
98	54
93	74
44	45
50	43
7	27
13	26
83	82
32	51
48	51
58	16
37	3
96	42
72	100
74	57
96	67
14	92
37	68
7	83
23	95
67	42
14	28
79	42
55	29
33	43
26	18
48	44
11	30
97	64
56	93
49	28
99	70
44	56
53	64
57	72
54	46
100	63
61	87
25	32
21	56
2	24
3	93
37	79
70	46
71	17
73	87
49	39
34	69
34	85
38	92
95	4
64	75
64	54
18	46
30	36
14	46
54	96
64	27
50	54
68	65
57	51
87	10
18	6
66	52
54	40
96	60
47	24
69	24
49	55
44	43
88	35
42	42
78	35
57	6
15	85
63	27
44	67
5	18
97	84
39	71
2	71
64	71
66	99
90	92
90	53
23	30
78	27
13	41
30	9
47	29
70	57
92	11
10	2
90	13
30	43
18	54
47	82
87	49
98	79
51	19
22	35
69	71
65	28
57	45
28	9
35	37
27	25
29	26
57	71
39	89
45	18
54	46
24	3
46	58
26	100
68	30
26	93
57	65
73	3
32	38
9	22
26	26
14	85
62	5
65	79
5	91
6	48
6	35
67	88
2	92
2	21
19	27
52	62
90	65
21	64
92	13
64	51
67	33
15	66
55	45
54	42
87	36
57	74
84	85
24	52
77	28
94	75
80	100
41	11
95	32
54	5
8	79
88	91
41	7
19	37
92	89
74	10
33	2
39	86
92	46
10	38
37	80
24	6
62	22
38	99
2	56
91	21
69	48
45	34
85	41
46	45
95	33
8	35
92	21
99	33
53	17
6	5
17	48
65	63
30	26
28	34
49	3
30	53
40	15
85	77
32	10
29	66
62	80
65	29
86	87
28	7
16	90
80	99
12	31
25	97
24	28
32	22
31	90
59	11
63	97
57	87
61	80
47	56
50	42
15	28
48	59
21	31
91	3
43	51
100	52
50	71
4	66
55	94
97	72
68	55
41	10
100	88
8	29
13	43
49	64
50	79
66	62
50	29
83	93
56	81
7	25
96	84
38	99
50	38
7	64
8	100
42	47
9	30
49	51
43	98
37	23
58	32
73	38
60	71
22	12
18	38
41	60
81	22
2	56
53	29
4	90
25	84
30	11
9	76
48	40
45	10
71	12
17	47
13	99
42	21
68	95
67	25
26	23
17	48
23	46
51	25
29	87
14	36
38	60
64	48
56	41
57	21
71	42
26	13
25	61
21	5
27	43
100	99
95	88
47	70
30	58
51	18
52	65
96	5
11	57
81	3
25	3
25	85
59	13
22	57
48	51
92	51
51	82
53	17
72	56
96	38
52	77
8	62
20	39
56	6
91	5
32	73
30	36
20	98
44	63
44	44
30	36
85	29
8	59
69	75
56	82
82	81
12	96
28	80
37	55
73	53
83	97
5	60
34	4
21	59
42	6
13	11
85	65
46	57
